order_id,order_date,customer_id,category,product_name,quantity,unit_price,discount,sales,cost,city,profit,payment_method,order_status
43,2025-06-22,1141,Beauty,Shampoo,1,290,0.2,232.0,166.92,Mumbai,65.08,UPI,Delivered
44,2025-07-10,1113,Beauty,Moisturizer,4,1584,0.1,5702.4,3830.91,Delhi,1871.49,UPI,Delivered
45,2025-08-17,1147,Electronics,Keyboard,2,2905,0.1,5229.0,4522.4,Hyderabad,706.6,Net Banking,Delivered
46,2025-11-26,1016,Electronics,Smart Watch,3,2056,0.1,5551.2,4690.82,Kolkata,860.38,Credit Card,Delivered
47,2025-05-25,1141,Beauty,Lipstick,1,739,0.05,702.05,450.63,Kolkata,251.42,UPI,Delivered
48,2025-09-08,1109,Home & Kitchen,Water Bottle,2,555,0.0,1110.0,834.31,Pune,275.69,COD,Delivered
49,2025-04-08,1105,Electronics,Wireless Headphones,2,1023,0.15,1739.1,1519.8,Bangalore,219.3,Net Banking,Delivered
50,2025-01-23,1053,Electronics,Keyboard,4,7766,0.2,24851.2,24205.89,Pune,645.31,Debit Card,Delivered
51,2025-10-15,1034,Fashion,Jeans,3,2904,0.1,7840.8,5249.75,Hyderabad,2591.05,Debit Card,Delivered
52,2025-11-09,1145,Fashion,Jeans,2,2565,0.1,4617.0,3855.86,Pune,761.14,COD,Delivered
53,2025-11-04,1079,Books,Self Help Book,3,947,0.1,2556.9,1622.01,Hyderabad,934.89,Credit Card,Cancelled
54,2025-02-03,1006,Fashion,Sneakers,1,1196,0.05,1136.2,784.1,Pune,352.1,UPI,Delivered
55,2025-04-05,1118,Fashion,Handbag,2,442,0.0,884.0,512.23,Hyderabad,371.77,Net Banking,Cancelled
56,2025-01-05,1092,Beauty,Face Wash,3,871,0.0,2613.0,1461.71,Mumbai,1151.29,UPI,Delivered
57,2025-08-27,1056,Books,Cookbook,2,943,0.15,1603.1,1309.67,Kolkata,293.43,Net Banking,Delivered
58,2025-01-14,1028,Home & Kitchen,Water Bottle,1,2355,0.1,2119.5,1795.76,Kolkata,323.74,Debit Card,Delivered
59,2025-10-01,1038,Fashion,Handbag,2,3146,0.1,5662.8,3504.7,Bangalore,2158.1,UPI,Delivered
60,2025-05-25,1013,Home & Kitchen,Coffee Maker,3,1013,0.05,2887.05,1755.16,Hyderabad,1131.89,COD,Delivered
61,2025-04-21,1008,Electronics,Power Bank,2,866,0.1,1558.8,1246.12,Delhi,312.68,Credit Card,Delivered
62,2025-10-16,1150,Beauty,Shampoo,2,1505,0.2,2408.0,2074.88,Pune,333.12,COD,Delivered
63,2025-08-17,1036,Beauty,Shampoo,2,1360,0.0,2720.0,1507.41,Kolkata,1212.59,Credit Card,Delivered
64,2025-03-03,1079,Fashion,Hoodie,4,403,0.1,1450.8,1154.62,Bangalore,296.18,UPI,Delivered
65,2025-02-16,1001,Fashion,Sneakers,1,2773,0.1,2495.7,1679.76,Mumbai,815.94,UPI,Delivered
66,2025-05-18,1130,Books,Technical Book,3,839,0.1,2265.3,1701.94,Pune,563.36,Credit Card,Delivered
67,2025-04-04,1095,Fashion,Hoodie,1,2036,0.1,1832.4,1312.66,Delhi,519.74,Debit Card,Delivered
68,2025-11-16,1150,Books,Notebook,4,737,0.05,2800.6,2249.57,Hyderabad,551.03,Net Banking,Delivered
69,2025-03-03,1132,Books,Technical Book,1,154,0.0,154.0,107.15,Delhi,46.85,COD,Cancelled
70,2025-12-19,1023,Books,Self Help Book,1,765,0.05,726.75,502.16,Delhi,224.59,COD,Delivered
71,2025-07-17,1134,Electronics,Wireless Headphones,1,3854,0.2,3083.2,2673.04,Bangalore,410.16,COD,Delivered
72,2025-04-07,1033,Home & Kitchen,Cookware Set,4,2335,0.15,7939.0,5462.83,Kolkata,2476.17,UPI,Delivered
73,2025-12-31,1015,Beauty,Moisturizer,2,1341,0.1,2413.8,1708.78,Pune,705.02,COD,Delivered
74,2025-10-09,1043,Books,Cookbook,3,244,0.1,658.8,497.81,Bangalore,160.99,Net Banking,Delivered
75,2025-08-06,1141,Books,Notebook,3,172,0.1,464.4,396.22,Kolkata,68.18,Net Banking,Cancelled
76,2025-11-24,1127,Fashion,T-Shirt,1,1227,0.1,1104.3,935.19,Mumbai,169.11,Credit Card,Delivered
77,2025-07-01,1057,Electronics,Power Bank,3,4249,0.0,12747.0,7496.12,Delhi,5250.88,UPI,Delivered
78,2025-03-31,1075,Home & Kitchen,Water Bottle,3,501,0.0,1503.0,969.94,Kolkata,533.06,Net Banking,Cancelled
79,2025-06-01,1025,Fashion,Jeans,3,2794,0.1,7543.8,4881.65,Hyderabad,2662.15,Debit Card,Delivered
80,2025-05-28,1118,Books,Fiction Book,1,1116,0.2,892.8,731.61,Kolkata,161.19,UPI,Delivered
81,2025-07-30,1062,Beauty,Perfume,4,1959,0.1,7052.4,4688.11,Kolkata,2364.29,UPI,Delivered
82,2025-07-13,1113,Books,Fiction Book,1,918,0.15,780.3,600.61,Mumbai,179.69,Net Banking,Delivered
83,2025-03-28,1055,Home & Kitchen,Bedsheet,1,4450,0.05,4227.5,3106.63,Hyderabad,1120.87,Debit Card,Delivered
84,2025-09-06,1067,Fashion,Handbag,4,712,0.1,2563.2,1956.18,Bangalore,607.02,Credit Card,Delivered
85,2025-11-07,1007,Electronics,Power Bank,3,6183,0.0,18549.0,11935.73,Mumbai,6613.27,Net Banking,Delivered
86,2025-01-11,1130,Electronics,Keyboard,3,4495,0.2,10788.0,9354.48,Bangalore,1433.52,Debit Card,Delivered
87,2025-12-08,1108,Beauty,Lipstick,1,1957,0.05,1859.15,1208.89,Delhi,650.26,UPI,Delivered
88,2025-07-20,1022,Fashion,Sneakers,2,1135,0.1,2043.0,1458.67,Bangalore,584.33,Debit Card,Cancelled
89,2025-02-11,1100,Beauty,Moisturizer,2,1004,0.15,1706.8,1349.02,Delhi,357.78,UPI,Delivered
90,2025-05-14,1098,Fashion,T-Shirt,1,1801,0.0,1801.0,1363.36,Hyderabad,437.64,Net Banking,Delivered
91,2025-11-06,1107,Books,Fiction Book,1,783,0.05,743.85,494.38,Delhi,249.47,Net Banking,Cancelled
92,2025-10-22,1054,Home & Kitchen,Water Bottle,4,4424,0.05,16811.2,12659.37,Mumbai,4151.83,COD,Delivered
93,2025-03-14,1040,Books,Fiction Book,2,631,0.1,1135.8,831.75,Delhi,304.05,COD,Cancelled
94,2025-04-12,1098,Electronics,Wireless Headphones,1,1738,0.0,1738.0,956.84,Hyderabad,781.16,COD,Cancelled
95,2025-01-12,1062,Home & Kitchen,Water Bottle,4,3304,0.1,11894.4,8853.39,Bangalore,3041.01,Net Banking,Delivered
96,2025-12-31,1026,Books,Fiction Book,3,615,0.1,1660.5,1108.62,Mumbai,551.88,Credit Card,Delivered
97,2025-11-24,1059,Electronics,Smart Watch,1,3957,0.1,3561.3,2351.64,Pune,1209.66,Net Banking,Delivered
98,2025-05-11,1037,Fashion,Hoodie,3,801,0.1,2162.7,1587.53,Bangalore,575.17,Debit Card,Delivered
99,2025-01-16,1108,Fashion,Hoodie,3,2944,0.05,8390.4,6129.01,Kolkata,2261.39,Net Banking,Delivered
100,2025-11-14,1016,Fashion,Sneakers,2,2861,0.05,5435.9,4156.77,Hyderabad,1279.13,Net Banking,Cancelled
101,2025-10-20,1073,Electronics,Smart Watch,2,1720,0.05,3268.0,2126.44,Delhi,1141.56,UPI,Delivered
102,2025-11-15,1046,Electronics,Power Bank,4,3034,0.1,10922.4,9416.76,Bangalore,1505.64,UPI,Delivered
103,2025-09-16,1120,Books,Self Help Book,1,375,0.05,356.25,209.42,Kolkata,146.83,UPI,Delivered
104,2025-08-04,1003,Books,Cookbook,2,568,0.15,965.6,806.66,Bangalore,158.94,Net Banking,Delivered
105,2025-05-17,1076,Books,Cookbook,3,1101,0.05,3137.85,1915.04,Mumbai,1222.81,Credit Card,Delivered
106,2025-03-31,1146,Electronics,Wireless Headphones,1,2218,0.05,2107.1,1588.95,Kolkata,518.15,Debit Card,Cancelled
107,2025-11-14,1093,Books,Notebook,4,742,0.0,2968.0,2235.11,Bangalore,732.89,Debit Card,Delivered
108,2025-12-19,1059,Fashion,Sneakers,4,2289,0.15,7782.6,6422.42,Bangalore,1360.18,Credit Card,Delivered
109,2025-02-14,1058,Electronics,Keyboard,3,3404,0.0,10212.0,7687.35,Delhi,2524.65,Credit Card,Cancelled
110,2025-01-12,1039,Home & Kitchen,Cookware Set,2,3808,0.15,6473.6,5646.43,Mumbai,827.17,Debit Card,Delivered
111,2025-11-22,1074,Books,Technical Book,1,597,0.1,537.3,435.43,Delhi,101.87,COD,Cancelled
112,2025-08-30,1068,Fashion,Hoodie,4,1645,0.2,5264.0,4660.05,Bangalore,603.95,UPI,Delivered
113,2025-09-27,1029,Electronics,Power Bank,2,7344,0.0,14688.0,10958.06,Hyderabad,3729.94,UPI,Delivered
114,2025-03-20,1058,Beauty,Shampoo,3,1230,0.0,3690.0,2304.15,Mumbai,1385.85,Debit Card,Delivered
115,2025-05-10,1084,Fashion,Jeans,1,2400,0.1,2160.0,1441.86,Kolkata,718.14,Credit Card,Delivered
116,2025-03-25,1006,Home & Kitchen,Table Lamp,3,3811,0.2,9146.4,8542.66,Bangalore,603.74,COD,Delivered
117,2025-09-28,1027,Electronics,Keyboard,3,6426,0.1,17350.2,12236.92,Hyderabad,5113.28,Debit Card,Cancelled
118,2025-06-30,1024,Electronics,Wireless Headphones,1,4180,0.1,3762.0,2425.18,Hyderabad,1336.82,UPI,Delivered
119,2025-11-15,1117,Fashion,Sneakers,4,3181,0.0,12724.0,8436.86,Mumbai,4287.14,Net Banking,Delivered
120,2025-02-01,1011,Home & Kitchen,Water Bottle,1,2313,0.1,2081.7,1591.35,Pune,490.35,Credit Card,Delivered
121,2025-03-21,1054,Electronics,Wireless Headphones,4,4997,0.0,19988.0,13617.99,Kolkata,6370.01,Net Banking,Delivered
122,2025-03-18,1116,Beauty,Lipstick,1,2243,0.1,2018.7,1688.94,Mumbai,329.76,Debit Card,Delivered
123,2025-11-13,1123,Fashion,Jeans,2,542,0.1,975.6,833.44,Kolkata,142.16,UPI,Delivered
124,2025-03-25,1132,Electronics,Wireless Headphones,3,3070,0.15,7828.5,5235.21,Kolkata,2593.29,COD,Delivered
125,2025-01-25,1045,Fashion,Jeans,3,1208,0.0,3624.0,2199.17,Bangalore,1424.83,Net Banking,Delivered
126,2025-07-30,1150,Fashion,Sneakers,3,1084,0.1,2926.8,2203.99,Pune,722.81,COD,Delivered
127,2025-12-19,1135,Electronics,Bluetooth Speaker,3,3771,0.0,11313.0,6301.91,Hyderabad,5011.09,UPI,Delivered
128,2025-01-20,1050,Electronics,Keyboard,3,2777,0.05,7914.45,5293.01,Delhi,2621.44,Net Banking,Delivered
129,2025-07-05,1125,Home & Kitchen,Coffee Maker,4,4111,0.05,15621.8,10091.2,Hyderabad,5530.6,COD,Delivered
130,2025-01-14,1078,Home & Kitchen,Water Bottle,2,3258,0.2,5212.8,3853.09,Mumbai,1359.71,COD,Delivered
131,2025-03-25,1130,Books,Cookbook,2,530,0.05,1007.0,708.51,Kolkata,298.49,Net Banking,Delivered
132,2025-06-13,1045,Electronics,Bluetooth Speaker,1,2840,0.05,2698.0,2067.23,Bangalore,630.77,UPI,Cancelled
133,2025-10-03,1008,Fashion,Sneakers,2,3039,0.15,5166.3,3945.25,Bangalore,1221.05,COD,Delivered
134,2025-04-30,1044,Beauty,Face Wash,1,2156,0.1,1940.4,1421.16,Hyderabad,519.24,Debit Card,Delivered
135,2025-02-04,1059,Beauty,Shampoo,1,1516,0.0,1516.0,1056.96,Pune,459.04,Net Banking,Delivered
136,2025-05-06,1050,Electronics,Wireless Headphones,3,2029,0.1,5478.3,4308.21,Pune,1170.09,Credit Card,Cancelled
137,2025-08-22,1124,Electronics,Bluetooth Speaker,2,1718,0.0,3436.0,2003.24,Mumbai,1432.76,Credit Card,Delivered
138,2025-04-29,1114,Books,Fiction Book,3,235,0.05,669.75,495.03,Mumbai,174.72,UPI,Delivered
139,2025-10-16,1001,Electronics,Smart Watch,4,1102,0.2,3526.4,3123.47,Bangalore,402.93,Debit Card,Cancelled
140,2025-06-08,1068,Books,Cookbook,1,837,0.15,711.45,477.77,Mumbai,233.68,COD,Delivered
141,2025-03-06,1076,Books,Notebook,2,971,0.1,1747.8,1214.77,Mumbai,533.03,Credit Card,Delivered
142,2025-09-24,1099,Books,Technical Book,4,885,0.05,3363.0,2132.04,Kolkata,1230.96,UPI,Delivered
143,2025-06-02,1012,Fashion,Jeans,2,1426,0.2,2281.6,2102.4,Pune,179.2,Debit Card,Delivered
144,2025-12-30,1123,Fashion,Handbag,3,2163,0.1,5840.1,4683.64,Bangalore,1156.46,Debit Card,Delivered
145,2025-09-28,1068,Books,Cookbook,3,548,0.0,1644.0,1254.73,Pune,389.27,UPI,Delivered
146,2025-10-18,1136,Books,Technical Book,2,643,0.05,1221.7,944.82,Mumbai,276.88,UPI,Cancelled
147,2025-08-29,1042,Beauty,Moisturizer,2,549,0.0,1098.0,678.47,Hyderabad,419.53,COD,Cancelled
148,2025-04-28,1021,Beauty,Lipstick,2,1395,0.2,2232.0,1920.55,Kolkata,311.45,UPI,Delivered
149,2025-06-01,1049,Beauty,Face Wash,2,1183,0.05,2247.7,1794.27,Mumbai,453.43,COD,Delivered
150,2025-08-30,1069,Home & Kitchen,Water Bottle,4,3983,0.1,14338.8,10418.04,Delhi,3920.76,COD,Delivered
151,2025-09-11,1002,Home & Kitchen,Bedsheet,2,961,0.05,1825.9,1336.49,Bangalore,489.41,Net Banking,Delivered
152,2025-04-12,1042,Books,Self Help Book,3,849,0.15,2164.95,1754.22,Pune,410.73,Debit Card,Delivered
153,2025-11-12,1130,Beauty,Perfume,1,1293,0.1,1163.7,842.72,Hyderabad,320.98,Debit Card,Delivered
154,2025-09-16,1086,Books,Notebook,3,216,0.1,583.2,404.74,Kolkata,178.46,Debit Card,Delivered
155,2025-02-05,1077,Fashion,Hoodie,2,1632,0.0,3264.0,2217.33,Pune,1046.67,Net Banking,Delivered
156,2025-10-06,1092,Electronics,Smart Watch,2,7613,0.1,13703.4,9713.9,Bangalore,3989.5,COD,Delivered
157,2025-08-19,1032,Books,Notebook,4,298,0.0,1192.0,726.07,Delhi,465.93,COD,Cancelled
158,2025-09-15,1075,Books,Notebook,2,263,0.05,499.7,335.38,Bangalore,164.32,UPI,Cancelled
159,2025-01-12,1049,Beauty,Moisturizer,4,605,0.2,1936.0,1804.9,Mumbai,131.1,Net Banking,Delivered
160,2025-12-13,1130,Fashion,Handbag,3,2093,0.05,5965.05,3486.51,Bangalore,2478.54,UPI,Delivered
161,2025-09-27,1065,Fashion,Hoodie,2,1960,0.15,3332.0,2987.96,Kolkata,344.04,Net Banking,Delivered
162,2025-01-25,1079,Books,Notebook,3,631,0.0,1893.0,1052.39,Hyderabad,840.61,UPI,Cancelled
163,2025-06-09,1093,Books,Notebook,4,995,0.15,3383.0,2443.25,Bangalore,939.75,Credit Card,Cancelled
164,2025-02-25,1083,Fashion,Hoodie,3,2734,0.2,6561.6,4620.1,Delhi,1941.5,Debit Card,Delivered
165,2025-09-17,1004,Home & Kitchen,Water Bottle,1,3865,0.1,3478.5,2181.12,Delhi,1297.38,Debit Card,Delivered
166,2025-04-26,1062,Books,Notebook,4,571,0.05,2169.8,1324.86,Pune,844.94,COD,Delivered
167,2025-03-03,1149,Home & Kitchen,Table Lamp,4,2064,0.2,6604.8,5012.82,Kolkata,1591.98,Credit Card,Delivered
168,2025-08-01,1082,Books,Self Help Book,3,1186,0.0,3558.0,2154.28,Pune,1403.72,Debit Card,Delivered
169,2025-07-15,1034,Books,Notebook,1,457,0.05,434.15,267.04,Hyderabad,167.11,COD,Delivered
170,2025-01-17,1120,Beauty,Moisturizer,4,2268,0.15,7711.2,6982.96,Delhi,728.24,Credit Card,Delivered
171,2025-10-17,1008,Electronics,Wireless Headphones,2,1371,0.1,2467.8,1909.96,Bangalore,557.84,Debit Card,Delivered
172,2025-04-19,1017,Electronics,Wireless Headphones,4,4726,0.0,18904.0,13641.65,Pune,5262.35,UPI,Delivered
173,2025-01-28,1051,Beauty,Perfume,4,1874,0.15,6371.6,5263.06,Bangalore,1108.54,Net Banking,Delivered
174,2025-08-08,1081,Fashion,Handbag,1,2437,0.0,2437.0,1386.41,Delhi,1050.59,Credit Card,Delivered
175,2025-04-29,1114,Electronics,Smart Watch,3,3793,0.15,9672.15,7943.66,Mumbai,1728.49,COD,Cancelled
176,2025-08-14,1011,Books,Notebook,4,309,0.1,1112.4,910.57,Mumbai,201.83,Credit Card,Delivered
177,2025-10-05,1032,Electronics,Smart Watch,3,4840,0.05,13794.0,10032.97,Bangalore,3761.03,COD,Delivered
178,2025-05-29,1126,Electronics,Keyboard,3,7065,0.05,20135.25,15337.97,Kolkata,4797.28,Credit Card,Delivered
179,2025-09-15,1029,Beauty,Shampoo,4,1568,0.1,5644.8,4499.71,Pune,1145.09,COD,Delivered
180,2025-07-08,1097,Beauty,Shampoo,2,1630,0.05,3097.0,2102.98,Bangalore,994.02,Debit Card,Delivered
181,2025-05-09,1108,Home & Kitchen,Water Bottle,2,1604,0.1,2887.2,1771.29,Pune,1115.91,UPI,Delivered
182,2025-08-19,1066,Home & Kitchen,Coffee Maker,4,2155,0.1,7758.0,6194.39,Delhi,1563.61,Debit Card,Delivered
183,2025-05-01,1121,Books,Fiction Book,4,715,0.15,2431.0,1580.26,Hyderabad,850.74,UPI,Cancelled
184,2025-01-20,1138,Home & Kitchen,Table Lamp,3,4195,0.05,11955.75,8220.28,Kolkata,3735.47,Debit Card,Delivered
185,2025-07-07,1057,Home & Kitchen,Cookware Set,1,2323,0.0,2323.0,1366.82,Pune,956.18,Debit Card,Delivered
186,2025-09-11,1024,Beauty,Face Wash,3,725,0.0,2175.0,1547.9,Mumbai,627.1,Credit Card,Delivered
187,2025-01-30,1058,Fashion,Sneakers,3,459,0.0,1377.0,863.21,Kolkata,513.79,Net Banking,Delivered
188,2025-09-08,1047,Books,Notebook,4,630,0.0,2520.0,1513.87,Bangalore,1006.13,COD,Cancelled
189,2025-07-17,1047,Electronics,Power Bank,2,2636,0.15,4481.2,3043.09,Kolkata,1438.11,COD,Delivered
190,2025-04-17,1113,Beauty,Shampoo,3,1036,0.05,2952.6,1948.52,Kolkata,1004.08,COD,Delivered
191,2025-12-15,1064,Books,Fiction Book,3,696,0.05,1983.6,1567.52,Pune,416.08,UPI,Delivered
192,2025-05-09,1024,Beauty,Face Wash,1,1825,0.1,1642.5,1212.14,Delhi,430.36,COD,Cancelled
193,2025-12-30,1106,Beauty,Face Wash,2,1819,0.2,2910.4,2058.6,Kolkata,851.8,COD,Cancelled
194,2025-08-16,1107,Beauty,Shampoo,3,1105,0.05,3149.25,1942.48,Hyderabad,1206.77,Credit Card,Cancelled
195,2025-07-22,1148,Fashion,Jeans,3,2643,0.0,7929.0,5696.69,Pune,2232.31,Debit Card,Delivered
196,2025-12-07,1128,Fashion,Jeans,4,1295,0.05,4921.0,3216.78,Hyderabad,1704.22,COD,Delivered
197,2025-03-02,1098,Electronics,Keyboard,1,7104,0.1,6393.6,5509.29,Hyderabad,884.31,Net Banking,Delivered
198,2025-11-26,1085,Fashion,Sneakers,1,576,0.0,576.0,429.0,Pune,147.0,COD,Delivered
199,2025-12-10,1038,Fashion,T-Shirt,2,497,0.1,894.6,671.4,Hyderabad,223.2,UPI,Delivered
200,2025-03-09,1110,Home & Kitchen,Cookware Set,3,2154,0.05,6138.9,3798.9,Hyderabad,2340.0,UPI,Delivered
201,2025-02-13,1097,Books,Notebook,4,596,0.1,2145.6,1362.83,Mumbai,782.77,UPI,Cancelled
202,2025-03-15,1008,Beauty,Shampoo,2,1401,0.2,2241.6,1672.42,Hyderabad,569.18,COD,Delivered
203,2025-09-25,1130,Beauty,Face Wash,4,2167,0.1,7801.2,5082.31,Bangalore,2718.89,Credit Card,Delivered
204,2025-06-25,1107,Books,Technical Book,3,1164,0.0,3492.0,2638.62,Pune,853.38,Net Banking,Delivered
205,2025-06-07,1013,Beauty,Shampoo,4,1352,0.1,4867.2,3126.69,Mumbai,1740.51,COD,Cancelled
206,2025-06-03,1126,Beauty,Lipstick,2,446,0.1,802.8,638.18,Kolkata,164.62,Credit Card,Delivered
207,2025-12-30,1108,Books,Technical Book,1,795,0.1,715.5,494.73,Delhi,220.77,Credit Card,Delivered
208,2025-08-06,1034,Books,Self Help Book,2,1135,0.0,2270.0,1307.47,Delhi,962.53,COD,Delivered
209,2025-09-28,1091,Home & Kitchen,Cookware Set,2,2626,0.15,4464.2,3457.9,Bangalore,1006.3,COD,Delivered
210,2025-07-20,1148,Electronics,Power Bank,1,7215,0.0,7215.0,5099.45,Hyderabad,2115.55,Credit Card,Delivered
211,2025-02-08,1137,Electronics,Bluetooth Speaker,4,1241,0.1,4467.6,3801.48,Bangalore,666.12,Credit Card,Delivered
212,2025-02-15,1038,Beauty,Perfume,3,845,0.1,2281.5,1458.96,Kolkata,822.54,Credit Card,Delivered
213,2025-09-27,1102,Beauty,Perfume,4,1730,0.0,6920.0,4476.77,Kolkata,2443.23,COD,Cancelled
214,2025-03-04,1073,Electronics,Bluetooth Speaker,2,7890,0.0,15780.0,12173.42,Bangalore,3606.58,Credit Card,Delivered
215,2025-10-13,1009,Beauty,Face Wash,4,1343,0.0,5372.0,3039.04,Delhi,2332.96,UPI,Delivered
216,2025-09-21,1002,Beauty,Face Wash,2,2469,0.0,4938.0,3741.35,Delhi,1196.65,COD,Delivered
217,2025-09-24,1064,Books,Fiction Book,4,1030,0.05,3914.0,2672.69,Kolkata,1241.31,UPI,Delivered
218,2025-11-20,1035,Fashion,Handbag,3,1748,0.0,5244.0,3981.32,Delhi,1262.68,Debit Card,Cancelled
219,2025-11-04,1093,Fashion,T-Shirt,4,1847,0.0,7388.0,4642.53,Kolkata,2745.47,COD,Delivered
220,2025-09-17,1150,Books,Technical Book,2,281,0.1,505.8,326.12,Hyderabad,179.68,Debit Card,Delivered
221,2025-03-28,1006,Books,Technical Book,2,496,0.1,892.8,661.11,Kolkata,231.69,Credit Card,Delivered
222,2025-04-03,1109,Electronics,Smart Watch,1,7516,0.0,7516.0,4612.32,Delhi,2903.68,Credit Card,Delivered
223,2025-12-19,1090,Home & Kitchen,Table Lamp,4,2396,0.0,9584.0,5352.15,Pune,4231.85,Net Banking,Delivered
